Constant Volatility,Normal Volatility,Poisson Volatility,Exponential Volatility
4.1086573787652014e-07,5.314143378143399e-05,-7.462948659053836e-06,-0.0055503385962083485
7.809151583160201e-07,0.0012349450893651692,-7.205266859955373e-05,0.002775169298118385
1.4392688996167635e-06,-0.002607826694969617,5.0542623611704585e-05,0.0
2.5760927400142464e-06,0.0013280111096349856,1.1722193690388849e-05,-1.4210854715202004e-14
4.4840365518439285e-06,0.004467806986255596,0.002532197426560856,0.0
7.60035587177299e-06,-0.00813485319659435,-0.0014496038169653502,0.0
1.2560016315887879e-05,0.0028639616301830984,-0.004674590829196745,2.1316282072803006e-13
2.0260039320874057e-05,0.0017287198795514769,0.0035130077227165657,-4.121147867408581e-13
3.193425649783421e-05,-0.0018394734527191758,0.0002674427989859396,2.4277754562263e-07
4.923624594255216e-05,0.0009290247826925224,-6.851802528728967e-05,-4.855546791304732e-07
7.43266056133507e-05,0.0012138170059756703,-0.00046607643082552386,0.00026493805351890387
0.0001099590211879331,-0.002497420923432969,0.06352248780503089,-0.0005293905523586773
0.00015955798876632343,0.0012669367099817919,-0.12637580224645717,0.00026469527618644406
0.00022727976791259152,0.0002204201813782447,0.10334246285646032,0.003577076878883645
0.0003180473903228176,-0.0004097331020460615,-0.06409829377389542,-0.007154153757781501
0.0004375505148459524,0.010429120393055769,0.012245898817852208,0.003577076878883645
0.0005922017444532912,-0.020308959444449215,0.00783609567470478,0.0
0.0007890427575034664,0.009881071215488646,0.012613343417910983,7.181616017248871e-05
0.0010355962166670452,0.15056037698767,-0.016444845011548637,-0.0001436170116306812
0.001339662762319449,-0.2901527522385976,0.3138374497266483,8.953834925762294e-05
0.001709066252360003,0.15849033375957333,-0.6098557617137175,-3.5490304327367994e-05
0.002151354456657373,-0.04782284451250973,0.7279831438320912,1.7752806527937537e-05
0.002673466331657437,0.04217608435642717,-0.8064453218882335,-1.4210854715202004e-14
0.0032813804147906467,0.04799364005454265,0.335938720520943,1.4210854715202004e-14
0.003979761486050393,-0.1312649989043564,0.45070893251386224,1.420599332391248e-06
0.004771624181145739,0.24422104001639866,-0.8089120717450129,-2.841198664782496e-06
0.005658032540225122,-0.3071168500492263,1.2962514422061133,1.4206077736389489e-06
0.006637853483141498,0.19669062189311148,-1.7302765281864794,0.3800053283878526
0.007707579961319766,-0.08989941690323633,1.2307156795352938,-0.7600106568010432
0.008861236208275614,1.1534777696900562,-0.5718870686639832,0.38000786105621387
0.010090373328111468,-2.012957690526605,0.9303261832562413,0.07630941302186045
0.011384158743240391,0.6431747660956546,1.0303005896642716,-0.15262642230582912
0.012729558083037773,1.1287817572967924,-3.712380494116786,0.080491313477566
0.0141116033025952,-1.7453295543001275,1.1495557305826551,0.5637858309456192
<<<<<<< HEAD
0.015513736460519567,1.5922592488868332,1.4045143293672453,1.1302825097550766
0.016918214947025945,-1.5433086943299656,-1.3031853709613443,-3.968629861419558
0.01830656122395169,0.9968741824010152,0.696311935113826,4.311719540786498
=======
0.015513736460519567,1.5922592488868474,1.4045143293672453,1.1302825097550766
0.016918214947025945,-1.543308694329994,-1.3031853709613443,-3.968629861419558
0.01830656122395169,0.9968741824010294,0.696311935113826,4.311719540786498
>>>>>>> fe64c29f1417e7bc615ea74bc2f113adbfa56586
0.01966003843634212,0.9245976565714074,0.6060132881217442,-4.079911900724369
0.020960132643338625,-0.38584164512082,0.6970019621353458,2.0358192311114465
0.022189022831653915,-1.0432271192108402,-2.82033870755329,0.008025568482636913
0.023330021251425137,0.2725655960639699,4.283037384480764,6.245041222490478
0.024367968777198712,0.10423048449200678,-3.974147786886192,-12.459884755155315
0.025289572769068513,-0.9838729236476524,-0.46657049776895576,6.164966959455036
0.026083678097037932,1.9345707338859341,4.7302133992716335,0.6048439141246291
0.026741465353055105,-0.39884668950744384,-5.126097021243595,-1.1214285675260243
0.0272565736623136,1.700512947559325,6.63272020652024,0.5607597048140036
0.027625148685586964,-2.837475945044318,-6.807839990936628,0.0004376228361167023
0.02784581929008567,-1.856340150172798,0.865507526843821,0.00024465221113700863
0.027919608796807438,5.6298072750974555,1.7722807017194953,0.019911299344798294
0.02784978865917509,-3.753475437962159,-0.8866179124993394,0.0570391889321229
0.027641683823162566,0.5975968708903139,3.774460506704216,2.7103069087850216
0.02730243988241199,2.2577278131825977,-3.701906259758225,-4.4850168480718935
0.026840762489847236,-1.1985086664113425,2.846390986983735,2.945735539960406
0.026266639369119105,-0.7105145789491729,-0.9203656576311801,4.390287859876061
0.025591054758308474,-2.2826737348016195,-4.588934617990041,-9.26875914977347
0.02482570528029271,3.210014274627376,2.9429771518180843,5.414551075533847
0.023982725158653295,0.1569148434518155,5.174858165811401,-2.107838464935269
0.023074427459047087,0.01260858165947809,-4.394419139656712,1.3086946487843159
0.022113066712663,-2.722687693127341,-3.3045036619042705,-6.973277767952047e-07
0.021110626935222143,2.2825698272870767,2.8808509498356596,1.6571694603381889e-06
<<<<<<< HEAD
0.020078637752853012,-1.329158914530609,1.8331659890543825,1.2831841332315711e-05
0.019028020128899925,0.9849137930766751,-1.2614329743686117,-2.5663708921040545e-05
0.01796896208949761,2.1842110022073022,0.019211538548944418,1.2831858826162308e-05
=======
0.020078637752853012,-1.3291589145306162,1.8331659890543825,1.2831841332315711e-05
0.019028020128899925,0.9849137930766894,-1.2614329743686117,-2.5663708921040545e-05
0.01796896208949761,2.184211002207295,0.019211538548944418,1.2831858826162308e-05
>>>>>>> fe64c29f1417e7bc615ea74bc2f113adbfa56586
0.01691082389575982,-1.5221827031717652,3.010116031553004,7.819613952605532e-15
0.015862071318490933,-2.213786076356751,-3.086386088983094,0.002068634207471415
0.014830235041735307,2.7376317304932947,-0.7782940345371863,-0.004137268414942826
0.013821893756029269,-1.7929769254277055,0.8229998126295897,0.0020703447147020523
<<<<<<< HEAD
0.012842678182368061,-0.10331755514427599,-2.3031893937353694,0.0012907059829629058
0.011897293092012262,1.6097630660038256,2.9443376170838547,0.08043376917929361
0.010989554327121454,0.32144190648078563,1.0914851219714166,-0.16474649833639848
=======
0.012842678182368061,-0.10331755514428309,-2.3031893937353694,0.0012907059829629058
0.011897293092012262,1.6097630660038398,2.9443376170838547,0.08043376917929361
0.010989554327121454,0.3214419064807785,1.0914851219714166,-0.16474649833639848
>>>>>>> fe64c29f1417e7bc615ea74bc2f113adbfa56586
0.010122437872331247,-2.4972177063751264,-1.6874574724547795,0.38347418773064756
0.009298138155381608,2.738663917254833,-1.6317183831117301,-0.5924808922953896
0.00851813294637438,-3.182207641952018,2.7352167476960467,0.2836001593995705
0.007783252464108159,3.0140568567875454,-1.4756790954065035,0.6060930901023199
0.007093750567937818,-1.618327515250241,0.18884887342009637,-0.039788055431605684
<<<<<<< HEAD
0.0064493761972110875,0.3303284333984271,0.30479489021221484,-1.7134225859474999
0.0058494435121980715,0.3458441887881918,0.00412514863019231,1.1555444091088685
0.005292899470949131,-0.5163568371996098,1.4860613043492523,0.10148381356855829
=======
0.0064493761972110875,0.33032843339842977,0.30479489021221484,-1.7134225859474999
0.0058494435121980715,0.34584418878818646,0.00412514863019231,1.1555444091088685
0.005292899470949131,-0.5163568371996071,1.4860613043492523,0.10148381356855829
>>>>>>> fe64c29f1417e7bc615ea74bc2f113adbfa56586
0.004778387848053178,0.5993133610788035,-2.480985115024516,-0.18071553442455202
0.0043043089501715315,-0.029374018289370363,0.45718390692064825,0.05697962814342916
0.0038688745089303644,0.3753473960567244,0.5594588015623728,0.022252092712564564
0.0034701574319284667,-1.39723235104767,0.0006439644095086461,8.618790538839755e-17
0.0031061362649156266,0.8053131749836113,0.6973422405188802,2.179221711089046e-09
0.002774734363478082,0.06716796372771916,-1.2559838475775424,3.076934393915214e-05
0.0024738538911948105,0.32184371546388246,0.4225831984798235,-6.154522554378216e-05
0.0022014048561085353,-0.5683579670840269,0.24250993068399992,3.077370786117659e-05
0.001955329468174005,0.07545096510048843,0.6307118908255042,0.0028242593611154864
0.0017336221523274187,0.2979972379100997,-1.5593813082270165,-0.005648518738666004
0.0015343455848710885,-0.24806103291736203,1.2233100168725726,0.0028242593720721743
0.0013556431395735924,0.27224178104246644,-0.803416485980183,0.00029317823166147977
0.0011957481352287136,-0.424588735049816,0.39308705858099985,0.1269070184428155
0.0010529902718836581,0.2625848416024005,0.945061971493706,-0.25469357157119826
<<<<<<< HEAD
0.0009257996298167592,-0.01898568890811919,-0.5739771496268273,0.12749337494156995
0.0008127085864221284,-0.008955225421393383,-1.6532871970177938,-9.91143781820195e-11
0.0007123519823640789,0.06904529842940028,1.323053634142482,5.4265753778791944e-11
=======
0.0009257996298167592,-0.018985688908118747,-0.5739771496268273,0.12749337494156995
0.0008127085864221284,-0.00895522542139427,-1.6532871970177938,-9.91143781820195e-11
0.0007123519823640789,0.06904529842940073,1.323053634142482,5.4265753778791944e-11
>>>>>>> fe64c29f1417e7bc615ea74bc2f113adbfa56586
0.0006234658419086436,-0.06362881439275403,0.372948051012646,4.085781877645303e-12
0.0005448849240077824,-0.012314634573751981,-0.8338185649150868,-8.171571540105017e-12
0.0004755393518340312,0.010177796619988133,1.8354835796380315,4.085787067521577e-12
